parameter,context,sub_context,target,unit,region,year,value
fcc,,,,$,ab,2000,1596.0
fcc,,,,$,bc,2000,1596.463066
fcc,,,,$,mb,2000,1596.463066
fcc,,,,$,nb,2000,1596.463066
fcc,,,,$,nl,2000,1596.463066
fcc,,,,$,ns,2000,1596.463066
fcc,,,,$,on,2000,1596.463066
fcc,,,,$,pe,2000,1596.463066
fcc,,,,$,qc,2000,1596.463066
fcc,,,,$,sk,2000,1596.463066
fcc,,,,$,ab,2005,1596.0
fcc,,,,$,bc,2005,1596.463066
fcc,,,,$,mb,2005,1596.463066
fcc,,,,$,nb,2005,1596.463066
fcc,,,,$,nl,2005,1596.463066
fcc,,,,$,ns,2005,1596.463066
fcc,,,,$,on,2005,1596.463066
fcc,,,,$,pe,2005,1596.463066
fcc,,,,$,qc,2005,1596.463066
fcc,,,,$,sk,2005,1596.463066
fcc,,,,$,ab,2010,1596.0
fcc,,,,$,bc,2010,1596.463066
fcc,,,,$,mb,2010,1596.463066
fcc,,,,$,nb,2010,1596.463066
fcc,,,,$,nl,2010,1596.463066
fcc,,,,$,ns,2010,1596.463066
fcc,,,,$,on,2010,1596.463066
fcc,,,,$,pe,2010,1596.463066
fcc,,,,$,qc,2010,1596.463066
fcc,,,,$,sk,2010,1596.463066
fcc,,,,$,ab,2015,1596.0
fcc,,,,$,bc,2015,1596.463066
fcc,,,,$,mb,2015,1596.463066
fcc,,,,$,nb,2015,1596.463066
fcc,,,,$,nl,2015,1596.463066
fcc,,,,$,ns,2015,1596.463066
fcc,,,,$,on,2015,1596.463066
fcc,,,,$,pe,2015,1596.463066
fcc,,,,$,qc,2015,1596.463066
fcc,,,,$,sk,2015,1596.463066
fcc,,,,$,ab,2020,1596.0
fcc,,,,$,bc,2020,1596.463066
fcc,,,,$,mb,2020,1596.463066
fcc,,,,$,nb,2020,1596.463066
fcc,,,,$,nl,2020,1596.463066
fcc,,,,$,ns,2020,1596.463066
fcc,,,,$,on,2020,1596.463066
fcc,,,,$,pe,2020,1596.463066
fcc,,,,$,qc,2020,1596.463066
fcc,,,,$,sk,2020,1596.463066
fcc,,,,$,ab,2025,1596.0
fcc,,,,$,bc,2025,1596.463066
fcc,,,,$,mb,2025,1596.463066
fcc,,,,$,nb,2025,1596.463066
