parameter,context,sub_context,target,unit,region,year,value
service_request,,,.steam,GJ,ab,2000,1.5
service_request,,,.steam,GJ,bc,2000,1.5
service_request,,,.steam,GJ,nl,2000,1.5
service_request,,,.steam,GJ,sk,2000,1.5
service_request,,,.steam,GJ,ab,2005,1.8
service_request,,,.steam,GJ,bc,2005,1.8
service_request,,,.steam,GJ,nl,2005,1.8
service_request,,,.steam,GJ,sk,2005,1.8
service_request,,,.steam,GJ,ab,2010,2.7
service_request,,,.steam,GJ,bc,2010,2.7
service_request,,,.steam,GJ,nl,2010,2.7
service_request,,,.steam,GJ,sk,2010,2.7
service_request,,,.steam,GJ,ab,2015,3.8
service_request,,,.steam,GJ,bc,2015,3.8
service_request,,,.steam,GJ,nl,2015,3.8
service_request,,,.steam,GJ,sk,2015,3.8
service_request,,,.steam,GJ,ab,2020,4.5
service_request,,,.steam,GJ,bc,2020,4.5
service_request,,,.steam,GJ,nl,2020,4.5
service_request,,,.steam,GJ,sk,2020,4.5
service_request,,,.steam,GJ,ab,2025,4.5
service_request,,,.steam,GJ,bc,2025,4.5
service_request,,,.steam,GJ,nl,2025,4.5
service_request,,,.steam,GJ,sk,2025,4.5
service_request,,,.steam,GJ,ab,2030,4.5
service_request,,,.steam,GJ,bc,2030,4.5
service_request,,,.steam,GJ,nl,2030,4.5
service_request,,,.steam,GJ,sk,2030,4.5
service_request,,,.steam,GJ,ab,2035,4.5
service_request,,,.steam,GJ,bc,2035,4.5
service_request,,,.steam,GJ,nl,2035,4.5
service_request,,,.steam,GJ,sk,2035,4.5
service_request,,,.steam,GJ,ab,2040,4.5
service_request,,,.steam,GJ,bc,2040,4.5
service_request,,,.steam,GJ,nl,2040,4.5
service_request,,,.steam,GJ,sk,2040,4.5
service_request,,,.steam,GJ,ab,2045,4.5
service_request,,,.steam,GJ,bc,2045,4.5
service_request,,,.steam,GJ,nl,2045,4.5
service_request,,,.steam,GJ,sk,2045,4.5
service_request,,,.steam,GJ,ab,2050,4.5
service_request,,,.steam,GJ,bc,2050,4.5
service_request,,,.steam,GJ,nl,2050,4.5
service_request,,,.steam,GJ,sk,2050,4.5
emissions,CO2,Process,,tCO2,ab,2000,0.0005
emissions,CO2,Process,,tCO2,bc,2000,0.0005
emissions,CO2,Process,,tCO2,nl,2000,0.0005
emissions,CO2,Process,,tCO2,sk,2000,0.0017
emissions,CO2,Process,,tCO2,ab,2005,0.0005
emissions,CO2,Process,,tCO2,bc,2005,0.0005
emissions,CO2,Process,,tCO2,nl,2005,0.0005
emissions,CO2,Process,,tCO2,sk,2005,0.0017
emissions,CO2,Process,,tCO2,ab,2010,0.0005
emissions,CO2,Process,,tCO2,bc,2010,0.0005
emissions,CO2,Process,,tCO2,nl,2010,0.0005
emissions,CO2,Process,,tCO2,sk,2010,0.0017
emissions,CO2,Process,,tCO2,ab,2015,0.0005
emissions,CO2,Process,,tCO2,bc,2015,0.0005
emissions,CO2,Process,,tCO2,nl,2015,0.0005
emissions,CO2,Process,,tCO2,sk,2015,0.0017
emissions,CO2,Process,,tCO2,ab,2020,0.0005
emissions,CO2,Process,,tCO2,bc,2020,0.0005
emissions,CO2,Process,,tCO2,nl,2020,0.0005
emissions,CO2,Process,,tCO2,sk,2020,0.0017
emissions,CO2,Process,,tCO2,ab,2025,0.0005
emissions,CO2,Process,,tCO2,bc,2025,0.0005
emissions,CO2,Process,,tCO2,nl,2025,0.0005
emissions,CO2,Process,,tCO2,sk,2025,0.0017
emissions,CO2,Process,,tCO2,ab,2030,0.0005
emissions,CO2,Process,,tCO2,bc,2030,0.0005
emissions,CO2,Process,,tCO2,nl,2030,0.0005
emissions,CO2,Process,,tCO2,sk,2030,0.0017
emissions,CO2,Process,,tCO2,ab,2035,0.0005
emissions,CO2,Process,,tCO2,bc,2035,0.0005
emissions,CO2,Process,,tCO2,nl,2035,0.0005
emissions,CO2,Process,,tCO2,sk,2035,0.0017
emissions,CO2,Process,,tCO2,ab,2040,0.0005
emissions,CO2,Process,,tCO2,bc,2040,0.0005
emissions,CO2,Process,,tCO2,nl,2040,0.0005
emissions,CO2,Process,,tCO2,sk,2040,0.0017
emissions,CO2,Process,,tCO2,ab,2045,0.0005
emissions,CO2,Process,,tCO2,bc,2045,0.0005
emissions,CO2,Process,,tCO2,nl,2045,0.0005
emissions,CO2,Process,,tCO2,sk,2045,0.0017
emissions,CO2,Process,,tCO2,ab,2050,0.0005
emissions,CO2,Process,,tCO2,bc,2050,0.0005
emissions,CO2,Process,,tCO2,nl,2050,0.0005
emissions,CO2,Process,,tCO2,sk,2050,0.0017
emissions,CH4,Process,,tCH4,ab,2000,0.007
emissions,CH4,Process,,tCH4,bc,2000,0.007
emissions,CH4,Process,,tCH4,nl,2000,0.007
emissions,CH4,Process,,tCH4,sk,2000,0.037
emissions,CH4,Process,,tCH4,ab,2005,0.007
emissions,CH4,Process,,tCH4,bc,2005,0.007
emissions,CH4,Process,,tCH4,nl,2005,0.007
emissions,CH4,Process,,tCH4,sk,2005,0.037
emissions,CH4,Process,,tCH4,ab,2010,0.007
emissions,CH4,Process,,tCH4,bc,2010,0.007
emissions,CH4,Process,,tCH4,nl,2010,0.007
emissions,CH4,Process,,tCH4,sk,2010,0.037
emissions,CH4,Process,,tCH4,ab,2015,0.007
emissions,CH4,Process,,tCH4,bc,2015,0.007
emissions,CH4,Process,,tCH4,nl,2015,0.007
emissions,CH4,Process,,tCH4,sk,2015,0.037
emissions,CH4,Process,,tCH4,ab,2020,0.007
emissions,CH4,Process,,tCH4,bc,2020,0.007
emissions,CH4,Process,,tCH4,nl,2020,0.007
emissions,CH4,Process,,tCH4,sk,2020,0.037
emissions,CH4,Process,,tCH4,ab,2025,0.007
emissions,CH4,Process,,tCH4,bc,2025,0.007
emissions,CH4,Process,,tCH4,nl,2025,0.007
emissions,CH4,Process,,tCH4,sk,2025,0.037
emissions,CH4,Process,,tCH4,ab,2030,0.007
emissions,CH4,Process,,tCH4,bc,2030,0.007
emissions,CH4,Process,,tCH4,nl,2030,0.007
emissions,CH4,Process,,tCH4,sk,2030,0.037
emissions,CH4,Process,,tCH4,ab,2035,0.007
emissions,CH4,Process,,tCH4,bc,2035,0.007
emissions,CH4,Process,,tCH4,nl,2035,0.007
emissions,CH4,Process,,tCH4,sk,2035,0.037
emissions,CH4,Process,,tCH4,ab,2040,0.007
emissions,CH4,Process,,tCH4,bc,2040,0.007
emissions,CH4,Process,,tCH4,nl,2040,0.007
emissions,CH4,Process,,tCH4,sk,2040,0.037
emissions,CH4,Process,,tCH4,ab,2045,0.007
emissions,CH4,Process,,tCH4,bc,2045,0.007
emissions,CH4,Process,,tCH4,nl,2045,0.007
emissions,CH4,Process,,tCH4,sk,2045,0.037
emissions,CH4,Process,,tCH4,ab,2050,0.007
emissions,CH4,Process,,tCH4,bc,2050,0.007
emissions,CH4,Process,,tCH4,nl,2050,0.007
emissions,CH4,Process,,tCH4,sk,2050,0.037
