parameter,context,sub_context,target,unit,region,year,value
fcc,,,,$,ab,2000,127170981.0
fcc,,,,$,bc,2000,127170981.0
fcc,,,,$,mb,2000,127170981.0
fcc,,,,$,nb,2000,127170980.5
fcc,,,,$,nl,2000,127170980.5
fcc,,,,$,ns,2000,127170980.5
fcc,,,,$,on,2000,127170980.5
fcc,,,,$,pe,2000,127170980.5
fcc,,,,$,qc,2000,127170980.5
fcc,,,,$,sk,2000,127170980.5
fcc,,,,$,ab,2005,127170981.0
fcc,,,,$,bc,2005,127170981.0
fcc,,,,$,mb,2005,127170981.0
fcc,,,,$,nb,2005,127170980.5
fcc,,,,$,nl,2005,127170980.5
fcc,,,,$,ns,2005,127170980.5
fcc,,,,$,on,2005,127170980.5
fcc,,,,$,pe,2005,127170980.5
fcc,,,,$,qc,2005,127170980.5
fcc,,,,$,sk,2005,127170980.5
fcc,,,,$,ab,2010,127170981.0
fcc,,,,$,bc,2010,127170981.0
fcc,,,,$,mb,2010,127170981.0
fcc,,,,$,nb,2010,127170980.5
fcc,,,,$,nl,2010,127170980.5
fcc,,,,$,ns,2010,127170980.5
fcc,,,,$,on,2010,127170980.5
fcc,,,,$,pe,2010,127170980.5
fcc,,,,$,qc,2010,127170980.5
fcc,,,,$,sk,2010,127170980.5
fcc,,,,$,ab,2015,127170981.0
fcc,,,,$,bc,2015,127170981.0
fcc,,,,$,mb,2015,127170981.0
fcc,,,,$,nb,2015,127170980.5
fcc,,,,$,nl,2015,127170980.5
fcc,,,,$,ns,2015,127170980.5
fcc,,,,$,on,2015,127170980.5
fcc,,,,$,pe,2015,127170980.5
fcc,,,,$,qc,2015,127170980.5
fcc,,,,$,sk,2015,127170980.5
fcc,,,,$,ab,2020,127170981.0
fcc,,,,$,bc,2020,127170981.0
fcc,,,,$,mb,2020,127170981.0
fcc,,,,$,nb,2020,127170980.5
fcc,,,,$,nl,2020,127170980.5
fcc,,,,$,ns,2020,127170980.5
fcc,,,,$,on,2020,127170980.5
fcc,,,,$,pe,2020,127170980.5
fcc,,,,$,qc,2020,127170980.5
fcc,,,,$,sk,2020,127170980.5
fcc,,,,$,ab,2025,127170981.0
fcc,,,,$,bc,2025,127170981.0
fcc,,,,$,mb,2025,127170981.0
fcc,,,,$,nb,2025,127170980.5
fcc,,,,$,nl,2025,127170980.5
fcc,,,,$,ns,2025,127170980.5
fcc,,,,$,on,2025,127170980.5
fcc,,,,$,pe,2025,127170980.5
fcc,,,,$,qc,2025,127170980.5
fcc,,,,$,sk,2025,127170980.5
fcc,,,,$,ab,2030,127170981.0
fcc,,,,$,bc,2030,127170981.0
fcc,,,,$,mb,2030,127170981.0
fcc,,,,$,nb,2030,127170980.5
fcc,,,,$,nl,2030,127170980.5
fcc,,,,$,ns,2030,127170980.5
fcc,,,,$,on,2030,127170980.5
fcc,,,,$,pe,2030,127170980.5
fcc,,,,$,qc,2030,127170980.5
fcc,,,,$,sk,2030,127170980.5
fcc,,,,$,ab,2035,127170981.0
fcc,,,,$,bc,2035,127170981.0
fcc,,,,$,mb,2035,127170981.0
fcc,,,,$,nb,2035,127170980.5
fcc,,,,$,nl,2035,127170980.5
fcc,,,,$,ns,2035,127170980.5
fcc,,,,$,on,2035,127170980.5
fcc,,,,$,pe,2035,127170980.5
fcc,,,,$,qc,2035,127170980.5
fcc,,,,$,sk,2035,127170980.5
fcc,,,,$,ab,2040,127170981.0
fcc,,,,$,bc,2040,127170981.0
fcc,,,,$,mb,2040,127170981.0
fcc,,,,$,nb,2040,127170980.5
fcc,,,,$,nl,2040,127170980.5
fcc,,,,$,ns,2040,127170980.5
fcc,,,,$,on,2040,127170980.5
fcc,,,,$,pe,2040,127170980.5
fcc,,,,$,qc,2040,127170980.5
fcc,,,,$,sk,2040,127170980.5
fcc,,,,$,ab,2045,127170981.0
fcc,,,,$,bc,2045,127170981.0
fcc,,,,$,mb,2045,127170981.0
fcc,,,,$,nb,2045,127170980.5
fcc,,,,$,nl,2045,127170980.5
fcc,,,,$,ns,2045,127170980.5
fcc,,,,$,on,2045,127170980.5
fcc,,,,$,pe,2045,127170980.5
fcc,,,,$,qc,2045,127170980.5
fcc,,,,$,sk,2045,127170980.5
fcc,,,,$,ab,2050,127170981.0
fcc,,,,$,bc,2050,127170981.0
fcc,,,,$,mb,2050,127170981.0
fcc,,,,$,nb,2050,127170980.5
fcc,,,,$,nl,2050,127170980.5
fcc,,,,$,ns,2050,127170980.5
fcc,,,,$,on,2050,127170980.5
fcc,,,,$,pe,2050,127170980.5
fcc,,,,$,qc,2050,127170980.5
fcc,,,,$,sk,2050,127170980.5
fom,,,,$,ab,2000,11857712.0
fom,,,,$,bc,2000,11857712.0
fom,,,,$,mb,2000,11857712.0
fom,,,,$,nb,2000,11857711.6
fom,,,,$,nl,2000,11857711.6
fom,,,,$,ns,2000,11857711.6
fom,,,,$,on,2000,11857711.6
fom,,,,$,pe,2000,11857711.6
fom,,,,$,qc,2000,11857711.6
fom,,,,$,sk,2000,11857711.6
fom,,,,$,ab,2005,11857712.0
fom,,,,$,bc,2005,11857712.0
fom,,,,$,mb,2005,11857712.0
fom,,,,$,nb,2005,11857711.6
fom,,,,$,nl,2005,11857711.6
fom,,,,$,ns,2005,11857711.6
fom,,,,$,on,2005,11857711.6
fom,,,,$,pe,2005,11857711.6
fom,,,,$,qc,2005,11857711.6
fom,,,,$,sk,2005,11857711.6
fom,,,,$,ab,2010,11857712.0
fom,,,,$,bc,2010,11857712.0
fom,,,,$,mb,2010,11857712.0
fom,,,,$,nb,2010,11857711.6
fom,,,,$,nl,2010,11857711.6
fom,,,,$,ns,2010,11857711.6
fom,,,,$,on,2010,11857711.6
fom,,,,$,pe,2010,11857711.6
fom,,,,$,qc,2010,11857711.6
fom,,,,$,sk,2010,11857711.6
fom,,,,$,ab,2015,11857712.0
fom,,,,$,bc,2015,11857712.0
fom,,,,$,mb,2015,11857712.0
fom,,,,$,nb,2015,11857711.6
fom,,,,$,nl,2015,11857711.6
fom,,,,$,ns,2015,11857711.6
fom,,,,$,on,2015,11857711.6
fom,,,,$,pe,2015,11857711.6
fom,,,,$,qc,2015,11857711.6
fom,,,,$,sk,2015,11857711.6
fom,,,,$,ab,2020,11857712.0
fom,,,,$,bc,2020,11857712.0
fom,,,,$,mb,2020,11857712.0
fom,,,,$,nb,2020,11857711.6
fom,,,,$,nl,2020,11857711.6
fom,,,,$,ns,2020,11857711.6
fom,,,,$,on,2020,11857711.6
fom,,,,$,pe,2020,11857711.6
fom,,,,$,qc,2020,11857711.6
fom,,,,$,sk,2020,11857711.6
fom,,,,$,ab,2025,11857712.0
fom,,,,$,bc,2025,11857712.0
fom,,,,$,mb,2025,11857712.0
fom,,,,$,nb,2025,11857711.6
fom,,,,$,nl,2025,11857711.6
fom,,,,$,ns,2025,11857711.6
fom,,,,$,on,2025,11857711.6
fom,,,,$,pe,2025,11857711.6
fom,,,,$,qc,2025,11857711.6
fom,,,,$,sk,2025,11857711.6
fom,,,,$,ab,2030,11857712.0
fom,,,,$,bc,2030,11857712.0
fom,,,,$,mb,2030,11857712.0
fom,,,,$,nb,2030,11857711.6
fom,,,,$,nl,2030,11857711.6
